Entity,Code,Year,CO₂ emissions from fossil fuels and land use change,CO₂ emissions from fossil fuels and industry,CO₂ emissions from land use change
Antigua and Barbuda,ATG,1981,23343929344,19029032960,4314896384
Antigua and Barbuda,ATG,1982,23111575552,18877890560,4233685504
Antigua and Barbuda,ATG,1983,23661371392,19000182784,4661189632
Antigua and Barbuda,ATG,1984,24831905792,19659028480,5172877312
Antigua and Barbuda,ATG,1985,25221292032,20319909888,4901381120
Antigua and Barbuda,ATG,1986,25450475520,20622252032,4828223488
Antigua and Barbuda,ATG,1987,25899237376,21269166080,4630070784
Antigua and Barbuda,ATG,1988,26608850944,22104852480,4503998464
Antigua and Barbuda,ATG,1989,26764148736,22410432512,4353715200
Antigua and Barbuda,ATG,1990,27041505280,22742327296,4299177984
Antigua and Barbuda,ATG,1991,27442896896,23230810112,4212085760
Antigua and Barbuda,ATG,1992,26953144320,22561548288,4391596544
Antigua and Barbuda,ATG,1993,27088326656,22795134976,4293191936
Antigua and Barbuda,ATG,1994,27771367424,22956447744,4814918656
Antigua and Barbuda,ATG,1995,28211814400,23445604352,4766209024
Antigua and Barbuda,ATG,1996,28987062272,24146044928,4841017344
Antigua and Barbuda,ATG,1997,30965524480,24294881280,6670642688
Antigua and Barbuda,ATG,1998,29336451072,24202033152,5134417920
Antigua and Barbuda,ATG,1999,29587886080,24514863104,5073021952
Antigua and Barbuda,ATG,2000,29767446528,25230159872,4537286656
Antigua and Barbuda,ATG,2001,29612062720,25447149568,4164913920
Antigua and Barbuda,ATG,2002,30753978368,26035853312,4718125056
Antigua and Barbuda,ATG,2003,32456863744,27363506176,5093357056
Antigua and Barbuda,ATG,2004,33200537600,28624242688,4576294400
Antigua and Barbuda,ATG,2005,33698942976,29599029248,4099912960
Antigua and Barbuda,ATG,2006,35219714048,30579730432,4639984128
Antigua and Barbuda,ATG,2007,35536441344,31489845248,4046596096
Antigua and Barbuda,ATG,2008,36204646400,32065773568,4138871040
Antigua and Barbuda,ATG,2009,36132634624,31603392512,4529241088
Antigua and Barbuda,ATG,2010,37618974720,33340114944,4278861312
Antigua and Barbuda,ATG,2011,39296249856,34465112064,4831137792
Antigua and Barbuda,ATG,2012,39647084544,34970644480,4676440064
Antigua and Barbuda,ATG,2013,39596494848,35279704064,4316789248
Antigua and Barbuda,ATG,2014,40095285248,35531591680,4563694592
Antigua and Barbuda,ATG,2015,40260575232,35493670912,4766905856
Antigua and Barbuda,ATG,2016,39153553408,35449978880,3703574528
Antigua and Barbuda,ATG,2017,39585964032,35923083264,3662879232
Antigua and Barbuda,ATG,2018,40500518912,36642979840,3857538816
Antigua and Barbuda,ATG,2019,40524558336,36699148288,3825410560
Antigua and Barbuda,ATG,2020,38017839104,34807844864,3209992960
Argentina,ARG,1959,15618355200,8856374272,6761980928
Argentina,ARG,1960,16179810304,9387810816,6791998976
Argentina,ARG,1961,16241441792,9418633216,6822808576
Argentina,ARG,1962,16312017920,9751263232,6560754688
Argentina,ARG,1963,16324313088,10271890432,6052422144
Argentina,ARG,1964,16560771072,10829867008,5730903552
Argentina,ARG,1965,16510402560,11317882880,5192520192
Argentina,ARG,1966,16809500672,11867256832,4942243840
Argentina,ARG,1967,17272217600,12244393984,5027824640
Argentina,ARG,1968,17965920256,12911313920,5054606336
Argentina,ARG,1969,18503319552,13767876608,4735442944
Argentina,ARG,1970,19612364800,14898575360,4713788416
Argentina,ARG,1971,20164421632,15499657216,4664764416
Argentina,ARG,1972,20899108864,16222739456,4676368896
Argentina,ARG,1973,21618507776,17080141824,4538366464
Argentina,ARG,1974,21379604480,17011143680,4368461824
Argentina,ARG,1975,22240493568,17048539136,5191953408
Argentina,ARG,1976,22755766272,17985501184,4770264576
Argentina,ARG,1977,23139760128,18496430080,4643330048
Argentina,ARG,1978,23297722368,19069630464,4228091392
Argentina,ARG,1979,23864434688,19611475968,4252957696
Argentina,ARG,1980,23638337536,19494451200,4143886336
Argentina,ARG,1981,23343929344,19029032960,4314896384
Argentina,ARG,1982,23111575552,18877890560,4233685504
Argentina,ARG,1983,23661371392,19000182784,4661189632
Argentina,ARG,1984,24831905792,19659028480,5172877312
Argentina,ARG,1985,25221292032,20319909888,4901381120
Argentina,ARG,1986,25450475520,20622252032,4828223488
Argentina,ARG,1987,25899237376,21269166080,4630070784
Argentina,ARG,1988,26608850944,22104852480,4503998464
Argentina,ARG,1989,26764148736,22410432512,4353715200
Argentina,ARG,1990,27041505280,22742327296,4299177984
Argentina,ARG,1991,27442896896,23230810112,4212085760
Argentina,ARG,1992,26953144320,22561548288,4391596544
Argentina,ARG,1993,27088326656,22795134976,4293191936
Argentina,ARG,1994,27771367424,22956447744,4814918656
Argentina,ARG,1995,28211814400,23445604352,4766209024
Argentina,ARG,1996,28987062272,24146044928,4841017344
Argentina,ARG,1997,30965524480,24294881280,6670642688
Argentina,ARG,1998,29336451072,24202033152,5134417920
Argentina,ARG,1999,29587886080,24514863104,5073021952
Argentina,ARG,2000,29767446528,25230159872,4537286656
Argentina,ARG,2001,29612062720,25447149568,4164913920
Argentina,ARG,2002,30753978368,26035853312,4718125056
Argentina,ARG,2003,32456863744,27363506176,5093357056
Argentina,ARG,2004,33200537600,28624242688,4576294400
Argentina,ARG,2005,33698942976,29599029248,4099912960
Argentina,ARG,2006,35219714048,30579730432,4639984128
Argentina,ARG,2007,35536441344,31489845248,4046596096
Argentina,ARG,2008,36204646400,32065773568,4138871040
Argentina,ARG,2009,36132634624,31603392512,4529241088
Argentina,ARG,2010,37618974720,33340114944,4278861312
Argentina,ARG,2011,39296249856,34465112064,4831137792
Argentina,ARG,2012,39647084544,34970644480,4676440064
Argentina,ARG,2013,39596494848,35279704064,4316789248
Argentina,ARG,2014,40095285248,35531591680,4563694592
Argentina,ARG,2015,40260575232,35493670912,4766905856
Argentina,ARG,2016,39153553408,35449978880,3703574528
Argentina,ARG,2017,39585964032,35923083264,3662879232
Argentina,ARG,2018,40500518912,36642979840,3857538816
Argentina,ARG,2019,40524558336,36699148288,3825410560
Argentina,ARG,2020,38017839104,34807844864,3209992960
Armenia,ARM,1959,15618355200,8856374272,6761980928
Armenia,ARM,1960,16179810304,9387810816,6791998976
Armenia,ARM,1961,16241441792,9418633216,6822808576
Armenia,ARM,1962,16312017920,9751263232,6560754688
Armenia,ARM,1963,16324313088,10271890432,6052422144
Armenia,ARM,1964,16560771072,10829867008,5730903552
Armenia,ARM,1965,16510402560,11317882880,5192520192
Armenia,ARM,1966,16809500672,11867256832,4942243840
Armenia,ARM,1967,17272217600,12244393984,5027824640
Armenia,ARM,1968,17965920256,12911313920,5054606336
Armenia,ARM,1969,18503319552,13767876608,4735442944
Armenia,ARM,1970,19612364800,14898575360,4713788416
Armenia,ARM,1971,20164421632,15499657216,4664764416
Armenia,ARM,1972,20899108864,16222739456,4676368896
Armenia,ARM,1973,21618507776,17080141824,4538366464
Armenia,ARM,1974,21379604480,17011143680,4368461824
Armenia,ARM,1975,22240493568,17048539136,5191953408
Armenia,ARM,1976,22755766272,17985501184,4770264576
Armenia,ARM,1977,23139760128,18496430080,4643330048
Armenia,ARM,1978,23297722368,19069630464,4228091392
Armenia,ARM,1979,23864434688,19611475968,4252957696
Armenia,ARM,1980,23638337536,19494451200,4143886336
Armenia,ARM,1981,23343929344,19029032960,4314896384
Armenia,ARM,1982,23111575552,18877890560,4233685504
Armenia,ARM,1983,23661371392,19000182784,4661189632
Armenia,ARM,1984,24831905792,19659028480,5172877312
Armenia,ARM,1985,25221292032,20319909888,4901381120
Armenia,ARM,1986,25450475520,20622252032,4828223488
Armenia,ARM,1987,25899237376,21269166080,4630070784
Armenia,ARM,1988,26608850944,22104852480,4503998464
Armenia,ARM,1989,26764148736,22410432512,4353715200
Armenia,ARM,1990,27041505280,22742327296,4299177984
Armenia,ARM,1991,27442896896,23230810112,4212085760
Armenia,ARM,1992,26953144320,22561548288,4391596544
Armenia,ARM,1993,27088326656,22795134976,4293191936
Armenia,ARM,1994,27771367424,22956447744,4814918656
Armenia,ARM,1995,28211814400,23445604352,4766209024
Armenia,ARM,1996,28987062272,24146044928,4841017344
Armenia,ARM,1997,30965524480,24294881280,6670642688
Armenia,ARM,1998,29336451072,24202033152,5134417920
Armenia,ARM,1999,29587886080,24514863104,5073021952
Armenia,ARM,2000,29767446528,25230159872,4537286656
Armenia,ARM,2001,29612062720,25447149568,4164913920
Armenia,ARM,2002,30753978368,26035853312,4718125056
Armenia,ARM,2003,32456863744,27363506176,5093357056
Armenia,ARM,2004,33200537600,28624242688,4576294400
Armenia,ARM,2005,33698942976,29599029248,4099912960
Armenia,ARM,2006,35219714048,30579730432,4639984128
Armenia,ARM,2007,35536441344,31489845248,4046596096
Armenia,ARM,2008,36204646400,32065773568,4138871040
Armenia,ARM,2009,36132634624,31603392512,4529241088
Armenia,ARM,2010,37618974720,33340114944,4278861312
Armenia,ARM,2011,39296249856,34465112064,4831137792
Armenia,ARM,2012,39647084544,34970644480,4676440064
Armenia,ARM,2013,39596494848,35279704064,4316789248
Armenia,ARM,2014,40095285248,35531591680,4563694592
Armenia,ARM,2015,40260575232,35493670912,4766905856
Armenia,ARM,2016,39153553408,35449978880,3703574528
Armenia,ARM,2017,39585964032,35923083264,3662879232
Armenia,ARM,2018,40500518912,36642979840,3857538816
Armenia,ARM,2019,40524558336,36699148288,3825410560
Armenia,ARM,2020,38017839104,34807844864,3209992960
Aruba,ABW,1959,15618355200,8856374272,6761980928
Aruba,ABW,1960,16179810304,9387810816,6791998976
Aruba,ABW,1961,16241441792,9418633216,6822808576
Aruba,ABW,1962,16312017920,9751263232,6560754688
Aruba,ABW,1963,16324313088,10271890432,6052422144
Aruba,ABW,1964,16560771072,10829867008,5730903552
Aruba,ABW,1965,16510402560,11317882880,5192520192
Aruba,ABW,1966,16809500672,11867256832,4942243840
Aruba,ABW,1967,17272217600,12244393984,5027824640
Aruba,ABW,1968,17965920256,12911313920,5054606336
Aruba,ABW,1969,18503319552,13767876608,4735442944
Aruba,ABW,1970,19612364800,14898575360,4713788416
Aruba,ABW,1971,20164421632,15499657216,4664764416
Aruba,ABW,1972,20899108864,16222739456,4676368896
Aruba,ABW,1973,21618507776,17080141824,4538366464
Aruba,ABW,1974,21379604480,17011143680,4368461824
Aruba,ABW,1975,22240493568,17048539136,5191953408
Aruba,ABW,1976,22755766272,17985501184,4770264576
Aruba,ABW,1977,23139760128,18496430080,4643330048
Aruba,ABW,1978,23297722368,19069630464,4228091392
Aruba,ABW,1979,23864434688,19611475968,4252957696
Aruba,ABW,1980,23638337536,19494451200,4143886336
Aruba,ABW,1981,23343929344,19029032960,4314896384
Aruba,ABW,1982,23111575552,18877890560,4233685504
Aruba,ABW,1983,23661371392,19000182784,4661189632
Aruba,ABW,1984,24831905792,19659028480,5172877312
Aruba,ABW,1985,25221292032,20319909888,4901381120
Aruba,ABW,1986,25450475520,20622252032,4828223488
Aruba,ABW,1987,25899237376,21269166080,4630070784
Aruba,ABW,1988,26608850944,22104852480,4503998464
Aruba,ABW,1989,26764148736,22410432512,4353715200
Aruba,ABW,1990,27041505280,22742327296,4299177984
Aruba,ABW,1991,27442896896,23230810112,4212085760
Aruba,ABW,1992,26953144320,22561548288,4391596544
Aruba,ABW,1993,27088326656,22795134976,4293191936
Aruba,ABW,1994,27771367424,22956447744,4814918656
Aruba,ABW,1995,28211814400,23445604352,4766209024
Aruba,ABW,1996,28987062272,24146044928,4841017344
Aruba,ABW,1997,30965524480,24294881280,6670642688
Aruba,ABW,1998,29336451072,24202033152,5134417920
Aruba,ABW,1999,29587886080,24514863104,5073021952
Aruba,ABW,2000,29767446528,25230159872,4537286656
Aruba,ABW,2001,29612062720,25447149568,4164913920
Aruba,ABW,2002,30753978368,26035853312,4718125056
Aruba,ABW,2003,32456863744,27363506176,5093357056
Aruba,ABW,2004,33200537600,28624242688,4576294400
Aruba,ABW,2005,33698942976,29599029248,4099912960
Aruba,ABW,2006,35219714048,30579730432,4639984128
Aruba,ABW,2007,35536441344,31489845248,4046596096
Aruba,ABW,2008,36204646400,32065773568,4138871040
Aruba,ABW,2009,36132634624,31603392512,4529241088
Aruba,ABW,2010,37618974720,33340114944,4278861312
Aruba,ABW,2011,39296249856,34465112064,4831137792
Aruba,ABW,2012,39647084544,34970644480,4676440064
Aruba,ABW,2013,39596494848,35279704064,4316789248
Aruba,ABW,2014,40095285248,35531591680,4563694592
Aruba,ABW,2015,40260575232,35493670912,4766905856
Aruba,ABW,2016,39153553408,35449978880,3703574528
Aruba,ABW,2017,39585964032,35923083264,3662879232
Aruba,ABW,2018,40500518912,36642979840,3857538816
Aruba,ABW,2019,40524558336,36699148288,3825410560
Aruba,ABW,2020,38017839104,34807844864,3209992960
Asia,,1959,15618355200,8856374272,6761980928
Asia,,1960,16179810304,9387810816,6791998976
Asia,,1961,16241441792,9418633216,6822808576
Asia,,1962,16312017920,9751263232,6560754688
Asia,,1963,16324313088,10271890432,6052422144
Asia,,1964,16560771072,10829867008,5730903552
Asia,,1965,16510402560,11317882880,5192520192
Asia,,1966,16809500672,11867256832,4942243840
Asia,,1967,17272217600,12244393984,5027824640
Asia,,1968,17965920256,12911313920,5054606336
Asia,,1969,18503319552,13767876608,4735442944
Asia,,1970,19612364800,14898575360,4713788416
Asia,,1971,20164421632,15499657216,4664764416
Asia,,1972,20899108864,16222739456,4676368896
Asia,,1973,21618507776,17080141824,4538366464
Asia,,1974,21379604480,17011143680,4368461824
Asia,,1975,22240493568,17048539136,5191953408
Asia,,1976,22755766272,17985501184,4770264576
Asia,,1977,23139760128,18496430080,4643330048
Asia,,1978,23297722368,19069630464,4228091392
Asia,,1979,23864434688,19611475968,4252957696
Asia,,1980,23638337536,19494451200,4143886336
Asia,,1981,23343929344,19029032960,4314896384
Asia,,1982,23111575552,18877890560,4233685504
Asia,,1983,23661371392,19000182784,4661189632
Asia,,1984,24831905792,19659028480,5172877312
Asia,,1985,25221292032,20319909888,4901381120
Asia,,1986,25450475520,20622252032,4828223488
Asia,,1987,25899237376,21269166080,4630070784
Asia,,1988,26608850944,22104852480,4503998464
Asia,,1989,26764148736,22410432512,4353715200
Asia,,1990,27041505280,22742327296,4299177984
Asia,,1991,27442896896,23230810112,4212085760
Asia,,1992,26953144320,22561548288,4391596544
Asia,,1993,27088326656,22795134976,4293191936
Asia,,1994,27771367424,22956447744,4814918656
Asia,,1995,28211814400,23445604352,4766209024
Asia,,1996,28987062272,24146044928,4841017344
Asia,,1997,30965524480,24294881280,6670642688
Asia,,1998,29336451072,24202033152,5134417920
Asia,,1999,29587886080,24514863104,5073021952
Asia,,2000,29767446528,25230159872,4537286656
Asia,,2001,29612062720,25447149568,4164913920
Asia,,2002,30753978368,26035853312,4718125056
Asia,,2003,32456863744,27363506176,5093357056
Asia,,2004,33200537600,28624242688,4576294400
Asia,,2005,33698942976,29599029248,4099912960
Asia,,2006,35219714048,30579730432,4639984128
Asia,,2007,35536441344,31489845248,4046596096
Asia,,2008,36204646400,32065773568,4138871040
Asia,,2009,36132634624,31603392512,4529241088
Asia,,2010,37618974720,33340114944,4278861312
Asia,,2011,39296249856,34465112064,4831137792
Asia,,2012,39647084544,34970644480,4676440064
Asia,,2013,39596494848,35279704064,4316789248
Asia,,2014,40095285248,35531591680,4563694592
Asia,,2015,40260575232,35493670912,4766905856
Asia,,2016,39153553408,35449978880,3703574528
Asia,,2017,39585964032,35923083264,3662879232
Asia,,2018,40500518912,36642979840,3857538816
Asia,,2019,40524558336,36699148288,3825410560
Asia,,2020,38017839104,34807844864,3209992960
Asia (GCP),,1959,15618355200,8856374272,6761980928
Asia (GCP),,1960,16179810304,9387810816,6791998976
Asia (GCP),,1961,16241441792,9418633216,6822808576
Asia (GCP),,1962,16312017920,9751263232,6560754688
Asia (GCP),,1963,16324313088,10271890432,6052422144
Asia (GCP),,1964,16560771072,10829867008,5730903552
Asia (GCP),,1965,16510402560,11317882880,5192520192
Asia (GCP),,1966,16809500672,11867256832,4942243840
Asia (GCP),,1967,17272217600,12244393984,5027824640
Asia (GCP),,1968,17965920256,12911313920,5054606336
Asia (GCP),,1969,18503319552,13767876608,4735442944
Asia (GCP),,1970,19612364800,14898575360,4713788416
Asia (GCP),,1971,20164421632,15499657216,4664764416
Asia (GCP),,1972,20899108864,16222739456,4676368896
Asia (GCP),,1973,21618507776,17080141824,4538366464
Asia (GCP),,1974,21379604480,17011143680,4368461824
Asia (GCP),,1975,22240493568,17048539136,5191953408
Asia (GCP),,1976,22755766272,17985501184,4770264576
Asia (GCP),,1977,23139760128,18496430080,4643330048
Asia (GCP),,1978,23297722368,19069630464,4228091392
Asia (GCP),,1979,23864434688,19611475968,4252957696
Asia (GCP),,1980,23638337536,19494451200,4143886336
Asia (GCP),,1981,23343929344,19029032960,4314896384
Asia (GCP),,1982,23111575552,18877890560,4233685504
Asia (GCP),,1983,23661371392,19000182784,4661189632
Asia (GCP),,1984,24831905792,19659028480,5172877312
Asia (GCP),,1985,25221292032,20319909888,4901381120
Asia (GCP),,1986,25450475520,20622252032,4828223488
Asia (GCP),,1987,25899237376,21269166080,4630070784
Asia (GCP),,1988,26608850944,22104852480,4503998464
Asia (GCP),,1989,26764148736,22410432512,4353715200
Asia (GCP),,1990,27041505280,22742327296,4299177984
Asia (GCP),,1991,27442896896,23230810112,4212085760
Asia (GCP),,1992,26953144320,22561548288,4391596544
Asia (GCP),,1993,27088326656,22795134976,4293191936
Asia (GCP),,1994,27771367424,22956447744,4814918656
Asia (GCP),,1995,28211814400,23445604352,4766209024
Asia (GCP),,1996,28987062272,24146044928,4841017344
Asia (GCP),,1997,30965524480,24294881280,6670642688
Asia (GCP),,1998,29336451072,24202033152,5134417920
Asia (GCP),,1999,29587886080,24514863104,5073021952
Asia (GCP),,2000,29767446528,25230159872,4537286656
Asia (GCP),,2001,29612062720,25447149568,4164913920
Asia (GCP),,2002,30753978368,26035853312,4718125056
Asia (GCP),,2003,32456863744,27363506176,5093357056
Asia (GCP),,2004,33200537600,28624242688,4576294400
Asia (GCP),,2005,33698942976,29599029248,4099912960
Asia (GCP),,2006,35219714048,30579730432,4639984128
